PRICE,HEIGHT,WIDTH,SIGNED,PICTURE,HOUSE ,Area =H * W,norm SIGNED,norm PICTURE,norm HOUUSE,norm HEIGHT,norm WIDTH,norm Area
0.726,20,26,1,180,1,520,0.1,0.18,0.1,0.2,0.26,0.052
7.728935,39.4,78.7,0,181,2,3100.78,0,0.181,0.2,0.394,0.787,0.310078
16.808,39.4,78.7,0,181,2,3100.78,0,0.181,0.2,0.394,0.787,0.310078
6.826,39.8,79,0,181,1,3144.2,0,0.181,0.1,0.398,0.79,0.31442
9.9025,38.4,78.1,0,181,2,2999.04,0,0.181,0.2,0.384,0.781,0.299904
12.1,39.4,78.7,1,182,1,3100.78,0.1,0.182,0.1,0.394,0.787,0.310078
3.85,38.6,51.4,0,183,1,1984.04,0,0.183,0.1,0.386,0.514,0.198404
8.99796,39.4,78.7,0,184,2,3100.78,0,0.184,0.2,0.394,0.787,0.310078
0.866451,21.3,29.1,1,185,2,619.83,0.1,0.185,0.2,0.213,0.291,0.061983
0.5451,22.2,29.1,1,186,1,646.02,0.1,0.186,0.1,0.222,0.291,0.064602
0.5525,20,24.1,1,187,2,482,0.1,0.187,0.2,0.2,0.241,0.0482
1.330368,25.6,31.9,1,188,1,816.64,0.1,0.188,0.1,0.256,0.319,0.081664
2.8276,17.5,28.3,1,189,1,495.25,0.1,0.189,0.1,0.175,0.283,0.049525
0.69,15.7,31,1,190,2,486.7,0.1,0.19,0.2,0.157,0.31,0.04867
0.2995,23.6,31.6,0,191,1,745.76,0,0.191,0.1,0.236,0.316,0.074576
0.205075,21.7,25.6,1,192,3,555.52,0.1,0.192,0.3,0.217,0.256,0.055552
0.245183,25,35.8,1,193,2,895,0.1,0.193,0.2,0.25,0.358,0.0895
12.1025,32,36.4,1,194,2,1164.8,0.1,0.194,0.2,0.32,0.364,0.11648
9.9,32,36.4,1,194,2,1164.8,0.1,0.194,0.2,0.32,0.364,0.11648
11.55,28.7,36.2,1,195,2,1038.94,0.1,0.195,0.2,0.287,0.362,0.103894
0.6735,23.5,31.5,1,196,1,740.25,0.1,0.196,0.1,0.235,0.315,0.074025
0.8475,23.8,28.7,1,197,1,683.06,0.1,0.197,0.1,0.238,0.287,0.068306
13.2025,39.6,32.3,1,198,1,1279.08,0.1,0.198,0.1,0.396,0.323,0.127908
2.7525,23.6,28.7,1,199,1,677.32,0.1,0.199,0.1,0.236,0.287,0.067732
5.83,35,36.2,1,200,2,1267,0.1,0.2,0.2,0.35,0.362,0.1267
0.682,25.6,39.4,1,201,2,1008.64,0.1,0.201,0.2,0.256,0.394,0.100864
1.2675,25.6,39.4,1,202,1,1008.64,0.1,0.202,0.1,0.256,0.394,0.100864
1.0145,28.3,36,1,203,1,1018.8,0.1,0.203,0.1,0.283,0.36,0.10188
4.2375,28.7,36.2,1,204,1,1038.94,0.1,0.204,0.1,0.287,0.362,0.103894
4.1825,25,35.4,1,205,1,885,0.1,0.205,0.1,0.25,0.354,0.0885
2,32,26,1,206,2,832,0.1,0.206,0.2,0.32,0.26,0.0832
2.52874,31.9,26,1,207,2,829.4,0.1,0.207,0.2,0.319,0.26,0.08294
3.08,25.6,36.2,1,208,1,926.72,0.1,0.208,0.1,0.256,0.362,0.092672
14.3,32.3,36.5,1,209,1,1178.95,0.1,0.209,0.1,0.323,0.365,0.117895
14.58075,32.1,36.6,1,210,2,1174.86,0.1,0.21,0.2,0.321,0.366,0.117486
9.9,31.9,36.2,1,210,1,1154.78,0.1,0.21,0.1,0.319,0.362,0.115478
0.66,20.3,25.8,1,211,1,523.74,0.1,0.211,0.1,0.203,0.258,0.052374
0.885007,23.6,31.9,1,212,1,752.84,0.1,0.212,0.1,0.236,0.319,0.075284
12.4453,22.9,38.3,1,213,1,877.07,0.1,0.213,0.1,0.229,0.383,0.087707
1.974181,28.9,41.9,1,214,1,1210.91,0.1,0.214,0.1,0.289,0.419,0.121091
4.311578,31.5,36.2,0,215,1,1140.3,0,0.215,0.1,0.315,0.362,0.11403
6.875,35,45.5,1,216,2,1592.5,0.1,0.216,0.2,0.35,0.455,0.15925
11.0401,35.2,36.4,1,217,1,1281.28,0.1,0.217,0.1,0.352,0.364,0.128128
0.619539,19.7,25.6,1,218,2,504.32,0.1,0.218,0.2,0.197,0.256,0.050432
4.95419,21.3,28.7,1,219,2,611.31,0.1,0.219,0.2,0.213,0.287,0.061131
2.09,23.6,32,1,220,1,755.2,0.1,0.22,0.1,0.236,0.32,0.07552
24.20575,39.4,25.7,1,221,2,1012.58,0.1,0.221,0.2,0.394,0.257,0.101258
1.912,23.9,32.1,1,222,2,767.19,0.1,0.222,0.2,0.239,0.321,0.076719
0.825,29.1,36.5,1,223,2,1062.15,0.1,0.223,0.2,0.291,0.365,0.106215
0.886,14,28.7,1,224,1,401.8,0.1,0.224,0.1,0.14,0.287,0.04018
0.55316,14,28.7,1,224,2,401.8,0.1,0.224,0.2,0.14,0.287,0.04018
0.4205,31.5,25.3,0,225,1,796.95,0,0.225,0.1,0.315,0.253,0.079695
1.33126,31.5,25.2,1,226,2,793.8,0.1,0.226,0.2,0.315,0.252,0.07938
2.14158,31.5,25.2,1,226,3,793.8,0.1,0.226,0.3,0.315,0.252,0.07938
1.33346,26.4,32.3,1,227,2,852.72,0.1,0.227,0.2,0.264,0.323,0.085272
1.11466,21.7,29.1,1,228,2,631.47,0.1,0.228,0.2,0.217,0.291,0.063147
0.708895,25.7,32,1,229,1,822.4,0.1,0.229,0.1,0.257,0.32,0.08224
3.025,24,39.5,1,230,2,948,0.1,0.23,0.2,0.24,0.395,0.0948
2.8527,15,20.7,1,231,2,310.5,0.1,0.231,0.2,0.15,0.207,0.03105
0.561,21.3,31.1,1,232,2,662.43,0.1,0.232,0.2,0.213,0.311,0.066243
1.188879,19.7,31.9,1,233,1,628.43,0.1,0.233,0.1,0.197,0.319,0.062843
0.960211,28.7,36.2,1,234,3,1038.94,0.1,0.234,0.3,0.287,0.362,0.103894
2.09,25.6,39.6,1,235,1,1013.76,0.1,0.235,0.1,0.256,0.396,0.101376
7.1525,25.6,36.3,1,236,2,929.28,0.1,0.236,0.2,0.256,0.363,0.092928
6.71,25.6,36.2,1,237,2,926.72,0.1,0.237,0.2,0.256,0.362,0.092672
7.046,45.9,28.6,0,238,1,1312.74,0,0.238,0.1,0.459,0.286,0.131274
8.25,36.3,28.7,1,239,1,1041.81,0.1,0.239,0.1,0.363,0.287,0.104181
11.0025,36.2,29.1,1,240,2,1053.42,0.1,0.24,0.2,0.362,0.291,0.105342
1.17073,24.4,19.7,1,241,1,480.68,0.1,0.241,0.1,0.244,0.197,0.048068
20.1675,31.9,36.2,1,242,1,1154.78,0.1,0.242,0.1,0.319,0.362,0.115478
0.8275,28.7,36.3,0,243,1,1041.81,0,0.243,0.1,0.287,0.363,0.104181
0.817255,23.6,31.9,1,244,2,752.84,0.1,0.244,0.2,0.236,0.319,0.075284
0.819577,19.7,28.7,1,245,1,565.39,0.1,0.245,0.1,0.197,0.287,0.056539
0.630498,19.7,28.7,1,245,2,565.39,0.1,0.245,0.2,0.197,0.287,0.056539
2.75575,51.5,35.1,1,246,2,1807.65,0.1,0.246,0.2,0.515,0.351,0.180765
2.3595,51.5,35,1,246,1,1802.5,0.1,0.246,0.1,0.515,0.35,0.18025
2.42,51.2,35,1,246,2,1792,0.1,0.246,0.2,0.512,0.35,0.1792
4.62,28.9,36.2,1,247,1,1046.18,0.1,0.247,0.1,0.289,0.362,0.104618
3.3,25.6,36.2,1,248,1,926.72,0.1,0.248,0.1,0.256,0.362,0.092672
5.72575,35.4,36.5,1,249,2,1292.1,0.1,0.249,0.2,0.354,0.365,0.12921
1.57915,28,35.4,1,250,2,991.2,0.1,0.25,0.2,0.28,0.354,0.09912
4.935915,35.2,36.1,1,251,1,1270.72,0.1,0.251,0.1,0.352,0.361,0.127072
0.219005,18.1,21.7,1,252,2,392.77,0.1,0.252,0.2,0.181,0.217,0.039277
11.9925,28.7,36.2,1,253,2,1038.94,0.1,0.253,0.2,0.287,0.362,0.103894
0.214306,4.6,7.5,1,254,2,34.5,0.1,0.254,0.2,0.046,0.075,0.00345
0.112537,3.9,6.7,1,255,2,26.13,0.1,0.255,0.2,0.039,0.067,0.002613
2.2,23.6,39.6,1,256,1,934.56,0.1,0.256,0.1,0.236,0.396,0.093456
2.53,28.7,36.4,1,257,1,1044.68,0.1,0.257,0.1,0.287,0.364,0.104468
14.323005,28.7,36.2,1,258,2,1038.94,0.1,0.258,0.2,0.287,0.362,0.103894
8.525,25.6,39.4,1,259,2,1008.64,0.1,0.259,0.2,0.256,0.394,0.100864
1.7625,25.5,32.2,1,260,2,821.1,0.1,0.26,0.2,0.255,0.322,0.08211
0.3325,25.5,39.5,0,261,1,1007.25,0,0.261,0.1,0.255,0.395,0.100725
0.941,25.8,39.6,1,262,1,1021.68,0.1,0.262,0.1,0.258,0.396,0.102168
0.77,25.8,32.1,1,263,1,828.18,0.1,0.263,0.1,0.258,0.321,0.082818
1.65948,18.1,29,1,264,2,524.9,0.1,0.264,0.2,0.181,0.29,0.05249
3.031,19,29,1,265,1,551,0.1,0.265,0.1,0.19,0.29,0.0551
1.65,18,22,1,266,2,396,0.1,0.266,0.2,0.18,0.22,0.0396
0.4425,21.9,29,1,267,2,635.1,0.1,0.267,0.2,0.219,0.29,0.06351
2.31504,34.1,35.4,0,268,1,1207.14,0,0.268,0.1,0.341,0.354,0.120714
20.061979,31.9,36.6,1,269,2,1167.54,0.1,0.269,0.2,0.319,0.366,0.116754
7.15575,36.3,28.7,1,270,2,1041.81,0.1,0.27,0.2,0.363,0.287,0.104181
8.36575,39.4,32,1,271,2,1260.8,0.1,0.271,0.2,0.394,0.32,0.12608
4.902943,39.4,39.4,1,272,2,1552.36,0.1,0.272,0.2,0.394,0.394,0.155236
5.0625,39.4,39.4,1,272,2,1552.36,0.1,0.272,0.2,0.394,0.394,0.155236
5.0625,39.4,32,1,272,1,1260.8,0.1,0.272,0.1,0.394,0.32,0.12608
5.7775,53.1,57.1,0,273,2,3032.01,0,0.273,0.2,0.531,0.571,0.303201
13.2025,35,39.8,1,274,1,1393,0.1,0.274,0.1,0.35,0.398,0.1393
3.3025,31.3,31.3,1,275,1,979.69,0.1,0.275,0.1,0.313,0.313,0.097969
0.070226,10.6,20.5,0,276,2,217.3,0,0.276,0.2,0.106,0.205,0.02173
0.2336,10.6,20.5,0,276,2,217.3,0,0.276,0.2,0.106,0.205,0.02173
0.099,10.6,20.5,0,276,1,217.3,0,0.276,0.1,0.106,0.205,0.02173
0.010413,9.4,9.4,0,277,3,88.36,0,0.277,0.3,0.094,0.094,0.008836
0.198,26.9,21.4,0,278,2,575.66,0,0.278,0.2,0.269,0.214,0.057566
0.462404,28.7,21.5,0,279,3,617.05,0,0.279,0.3,0.287,0.215,0.061705
9.46,42,28.7,1,280,2,1205.4,0.1,0.28,0.2,0.42,0.287,0.12054
8.8,35.5,28.5,1,281,2,1011.75,0.1,0.281,0.2,0.355,0.285,0.101175
5.72,51.6,37.4,1,282,1,1929.84,0.1,0.282,0.1,0.516,0.374,0.192984
0.017768,8.3,19.7,0,283,3,163.51,0,0.283,0.3,0.083,0.197,0.016351
7.7,78.7,78.7,1,284,2,6193.69,0.1,0.284,0.2,0.787,0.787,0.619369
7.48172,39.4,39.4,1,285,2,1552.36,0.1,0.285,0.2,0.394,0.394,0.155236
3.3,51.2,59.1,1,286,1,3025.92,0.1,0.286,0.1,0.512,0.591,0.302592
0.053507,23.1,21.3,1,287,2,492.03,0.1,0.287,0.2,0.231,0.213,0.049203
7.688483,59.1,78.7,0,288,2,4651.17,0,0.288,0.2,0.591,0.787,0.465117
0.119658,14.2,24.8,0,289,3,352.16,0,0.289,0.3,0.142,0.248,0.035216
10.424,36.2,35,1,290,2,1267,0.1,0.29,0.2,0.362,0.35,0.1267
4.1515,66.5,48.5,0,291,1,3225.25,0,0.291,0.1,0.665,0.485,0.322525
18.7095,35,36.3,1,292,2,1270.5,0.1,0.292,0.2,0.35,0.363,0.12705
9.906,78.7,70.9,0,293,1,5579.83,0,0.293,0.1,0.787,0.709,0.557983
20.906,35.4,39.4,1,294,1,1394.76,0.1,0.294,0.1,0.354,0.394,0.139476
22.5525,35.2,36.5,1,295,1,1284.8,0.1,0.295,0.1,0.352,0.365,0.12848
0.029756,8.3,24,0,296,3,199.2,0,0.296,0.3,0.083,0.24,0.01992
11.55,39.5,39.5,1,297,1,1560.25,0.1,0.297,0.1,0.395,0.395,0.156025
10.354815,36.2,35,1,298,2,1267,0.1,0.298,0.2,0.362,0.35,0.1267
0.028022,19.5,10,0,299,3,195,0,0.299,0.3,0.195,0.1,0.0195
4.4,51.3,77.8,0,300,1,3991.14,0,0.3,0.1,0.513,0.778,0.399114
0.9075,47,14.6,1,301,2,686.2,0.1,0.301,0.2,0.47,0.146,0.06862
0.33,25.6,36.4,1,302,1,931.84,0.1,0.302,0.1,0.256,0.364,0.093184
0.825,25.5,32,1,303,2,816,0.1,0.303,0.2,0.255,0.32,0.0816
5.9425,28.7,23.5,1,304,2,674.45,0.1,0.304,0.2,0.287,0.235,0.067445
0.418,28.9,31.5,1,305,2,910.35,0.1,0.305,0.2,0.289,0.315,0.091035
6.17242,36.2,28.7,1,306,2,1038.94,0.1,0.306,0.2,0.362,0.287,0.103894
6.630157,36.6,29.3,1,307,1,1072.38,0.1,0.307,0.1,0.366,0.293,0.107238
4.0395,36.4,25.6,1,308,1,931.84,0.1,0.308,0.1,0.364,0.256,0.093184
0.347701,19.9,14.8,1,309,2,294.52,0.1,0.309,0.2,0.199,0.148,0.029452
0.671,24,20.1,1,310,2,482.4,0.1,0.31,0.2,0.24,0.201,0.04824
0.3985,24,18.6,1,311,2,446.4,0.1,0.311,0.2,0.24,0.186,0.04464
2.15073,25.8,36.6,1,312,2,944.28,0.1,0.312,0.2,0.258,0.366,0.094428
0.825,25.8,36.6,1,312,1,944.28,0.1,0.312,0.1,0.258,0.366,0.094428
7.4726,39.4,25.6,1,313,2,1008.64,0.1,0.313,0.2,0.394,0.256,0.100864
4.821298,28.7,36.2,1,314,1,1038.94,0.1,0.314,0.1,0.287,0.362,0.103894
0.715,32.1,25.6,1,315,1,821.76,0.1,0.315,0.1,0.321,0.256,0.082176
0.8825,23.6,39.4,1,316,1,929.84,0.1,0.316,0.1,0.236,0.394,0.092984
0.579564,21.5,28.9,1,317,1,621.35,0.1,0.317,0.1,0.215,0.289,0.062135
0.44,24,32.5,1,318,1,780,0.1,0.318,0.1,0.24,0.325,0.078
1.65575,25.5,31.8,0,319,2,810.9,0,0.319,0.2,0.255,0.318,0.08109
5.9425,36.2,35,1,320,1,1267,0.1,0.32,0.1,0.362,0.35,0.1267
2.86,35,36.2,1,321,2,1267,0.1,0.321,0.2,0.35,0.362,0.1267
0.440718,18.3,15,1,322,2,274.5,0.1,0.322,0.2,0.183,0.15,0.02745
0.352,16.1,13.4,1,323,2,215.74,0.1,0.323,0.2,0.161,0.134,0.021574
0.231,15.9,13,1,324,2,206.7,0.1,0.324,0.2,0.159,0.13,0.02067
0.7175,22.1,14.9,1,325,1,329.29,0.1,0.325,0.1,0.221,0.149,0.032929
0.3985,17.8,15,1,326,2,267,0.1,0.326,0.2,0.178,0.15,0.0267
1.7995,23.2,27.5,1,327,1,638,0.1,0.327,0.1,0.232,0.275,0.0638
4.200211,28.7,36.2,1,328,1,1038.94,0.1,0.328,0.1,0.287,0.362,0.103894
0.253,25.6,31.9,0,329,1,816.64,0,0.329,0.1,0.256,0.319,0.081664
1.65,23.2,31.7,1,330,1,735.44,0.1,0.33,0.1,0.232,0.317,0.073544
0.7175,25.5,36.3,1,331,1,925.65,0.1,0.331,0.1,0.255,0.363,0.092565
1.76,35.4,36.2,1,332,1,1281.48,0.1,0.332,0.1,0.354,0.362,0.128148
1.29116,35.4,36.2,1,333,2,1281.48,0.1,0.333,0.2,0.354,0.362,0.128148
1.43,25.5,32,1,334,1,816,0.1,0.334,0.1,0.255,0.32,0.0816
1.0475,44.1,34,0,336,1,1499.4,0,0.336,0.1,0.441,0.34,0.14994
1.43,40.2,29.5,0,337,2,1185.9,0,0.337,0.2,0.402,0.295,0.11859
0.539,31.9,25.6,1,338,2,816.64,0.1,0.338,0.2,0.319,0.256,0.081664
3.11468,25.8,32.1,1,339,2,828.18,0.1,0.339,0.2,0.258,0.321,0.082818
0.3105,16.7,23.3,1,340,1,389.11,0.1,0.34,0.1,0.167,0.233,0.038911
0.516516,18.9,29.1,1,341,2,549.99,0.1,0.341,0.2,0.189,0.291,0.054999
0.979228,18.9,29.1,1,341,2,549.99,0.1,0.341,0.2,0.189,0.291,0.054999
6.6,25.5,36.2,1,342,2,923.1,0.1,0.342,0.2,0.255,0.362,0.09231
2.5,23.6,28.7,1,343,3,677.32,0.1,0.343,0.3,0.236,0.287,0.067732
0.19857,19.7,24,0,344,2,472.8,0,0.344,0.2,0.197,0.24,0.04728
11.4096,28.3,35.8,1,345,2,1013.14,0.1,0.345,0.2,0.283,0.358,0.101314
1.325564,28.7,36.2,1,346,2,1038.94,0.1,0.346,0.2,0.287,0.362,0.103894
1.7625,19.7,25.6,1,347,1,504.32,0.1,0.347,0.1,0.197,0.256,0.050432
0.6145,24.4,29.5,1,348,2,719.8,0.1,0.348,0.2,0.244,0.295,0.07198
1.157517,28.7,21.3,1,349,2,611.31,0.1,0.349,0.2,0.287,0.213,0.061131
0.399166,22,18.1,0,350,3,398.2,0,0.35,0.3,0.22,0.181,0.03982
0.8475,25.7,39.4,1,351,1,1012.58,0.1,0.351,0.1,0.257,0.394,0.101258
6.90244,19.7,27.6,1,352,1,543.72,0.1,0.352,0.1,0.197,0.276,0.054372
1.051,23.7,29,1,353,1,687.3,0.1,0.353,0.1,0.237,0.29,0.06873
0.182636,14.5,11.6,0,354,1,168.2,0,0.354,0.1,0.145,0.116,0.01682
1.3,23.6,32.1,1,355,1,757.56,0.1,0.355,0.1,0.236,0.321,0.075756
4.51,25.6,31.9,1,356,2,816.64,0.1,0.356,0.2,0.256,0.319,0.081664
0.6795,29,36.5,1,357,1,1058.5,0.1,0.357,0.1,0.29,0.365,0.10585
0.841866,23.6,28.7,1,358,2,677.32,0.1,0.358,0.2,0.236,0.287,0.067732
0.206015,28.7,28.7,0,359,3,823.69,0,0.359,0.3,0.287,0.287,0.082369
1.4325,39.5,32,1,360,2,1264,0.1,0.36,0.2,0.395,0.32,0.1264
0.792,19.8,14.8,1,361,2,293.04,0.1,0.361,0.2,0.198,0.148,0.029304
7.539658,23.6,39.4,1,362,1,929.84,0.1,0.362,0.1,0.236,0.394,0.092984
4.999273,35.4,36.5,1,363,2,1292.1,0.1,0.363,0.2,0.354,0.365,0.12921
2.2025,28.9,37,1,364,2,1069.3,0.1,0.364,0.2,0.289,0.37,0.10693
4.076,23.8,31.3,1,365,1,744.94,0.1,0.365,0.1,0.238,0.313,0.074494
1.106,17.2,25.9,1,366,1,445.48,0.1,0.366,0.1,0.172,0.259,0.044548
0.374598,7.1,15.1,1,367,1,107.21,0.1,0.367,0.1,0.071,0.151,0.010721
0.6625,20.5,25.2,1,368,1,516.6,0.1,0.368,0.1,0.205,0.252,0.05166
3.7425,25.5,31.5,1,369,2,803.25,0.1,0.369,0.2,0.255,0.315,0.080325
0.544554,21.3,28.7,1,370,2,611.31,0.1,0.37,0.2,0.213,0.287,0.061131
4.5125,21.3,28.9,1,371,2,615.57,0.1,0.371,0.2,0.213,0.289,0.061557
5.5025,55.1,59.1,0,372,1,3256.41,0,0.372,0.1,0.551,0.591,0.325641
1.87,24,31.9,1,373,2,765.6,0.1,0.373,0.2,0.24,0.319,0.07656
3.85,25.6,39.4,1,374,1,1008.64,0.1,0.374,0.1,0.256,0.394,0.100864
5.2825,25.6,39.4,1,375,1,1008.64,0.1,0.375,0.1,0.256,0.394,0.100864
9.3525,25.9,39.6,1,375,2,1025.64,0.1,0.375,0.2,0.259,0.396,0.102564
8.2525,25.6,39.6,1,375,1,1013.76,0.1,0.375,0.1,0.256,0.396,0.101376
3.41,25.6,39.4,1,386,2,1008.64,0.1,0.386,0.2,0.256,0.394,0.100864
1.5425,25.7,32,1,387,1,822.4,0.1,0.387,0.1,0.257,0.32,0.08224
